Publication Type,WOS relevance rank,ScorerInits,Authors,Article Title,Source Title,Publication Year,Volume,Issue,Relevant? Y/N,relevantpt2,Second opinion needed?,second opinion note,Plant species,who will split out individual effects in study,lifeform,mating,MicrobeMPH,micr.loc.raw,Micrloc.1,Micrloc.2,micrtax.raw,micrtax.sim1,micrtax.sim2,phen infl micr,phenology of microbes,culture.vsother,culture.sim,strainvcomm.raw,Strainvcomm.1,phen.trait.raw,phen.trait.2,anyeffect,direction.effect.split,direction.grouped,state.relative.too,treatment,reason/s for multiple directions of effects,selection.measured,What fitness components?,raw data available?,Notes,
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,flowering time,y,delayed,various;  earlier,without focal microbe,males; data from fungus treatments pooled for males,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,flowering time,y,none,various;  earlier,without focal microbe,females; fungus FF,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,flowering time,y,none,various;  earlier,without focal microbe,females; fungus FR,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,flowering time,y,none,various;  earlier,without focal microbe,females; fungus RR,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,maturation time,y,earlier,various;  earlier,without focal microbe,males; data from fungus treatments pooled for males,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,maturation time,y,earlier,various;  earlier,without focal microbe,females; fungus FF,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,maturation time,y,earlier,various;  earlier,without focal microbe,females; fungus FR,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,396,AO,"Shykoff, JA; Kaltz, O",Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae),INTERNATIONAL JOURNAL OF PLANT SCIENCES,1997,158,2,y,y,y?,all inoculated; but determined some inoculations were unsuccessful & compared between these,Silene latifolia (white companion),AO,both,outcross,pathogen,flower; shoot,flower; shoot,reproductive; shoot,fungi (Microbotryum violaceum),fungi,fungi,n,n,culture,culture,strains,strain,flowering time seasonally; years to first flower event,maturation time,y,earlier,various;  earlier,without focal microbe,females; fungus RR,more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change,not really,number of flowers -- but diseased plants are sterile,no,problem of that all were inoculated,interesting discussion of why infection should favor earlier vs delayed reproduction
J,413,AO,"Cettul, E; Firrao, G",Development of phytoplasma-induced flower symptoms in Arabidopsis Thaliana,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,2011,76,3-4,y?,y?,y?,descriptive no actual dates; but photoperiod & plant phenological responses to it change the transmission probability of bacteria disease,Arabidopsis thaliana,AO,annual,selfer,pathogen,systemic,systemic,root; shoot; reproductive,bacteria,bacteria,bacteria,y,n,culturing,culture,strains,strain,floral budburst,flowering time,y,earlier,earlier,without focal microbe,,only in early inflorescences - later flowers are morphologically so very altered that timing of events unclear; other genotypes clearly respond in reproductive timing based on pictures - but it is not discussed,n,,,not sure if should include,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 1",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 2",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 3",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 4",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 5",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 6",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 7",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 8",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 9",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 10",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 11",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 12",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 13",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 14",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Landsberg erecta, strain 15",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,earlier,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 1",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 2",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,earlier,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 3",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 4",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 5",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 6",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 7",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 8",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 9",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 10",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 11",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,earlier,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 12",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 13",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 14",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,479,NG,"Steventon, LA; Okori, P; Dixelius, C",An investigation of the susceptibility of Arabidopsis thaliana to isolates of two species of Verticillium,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,2001,149,7-8,y,y,y,,Arabidopsis thaliana,MRG,annual,selfer,pathogen,systemic,root; stem; leaves,root; shoot,Verticillium sp.,fungi,fungi,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,earlier and delayed,whithout focal microbe,"Wassilewskija, strain 15",days to flowering varied between inoculations with different strains,n,height and mortality,n,days to flowering varied between inoculations with different strains of a pathogen,
J,331,MRW,"Fernandes, EG; Valerio, HM; Duarte, KLR; Capuchinho, LMD; Fagundes, M",Fungi associated with Copaifera oblongifolia (Fabaceae) seeds: occurrence and possible effects on seed germination,ACTA BOTANICA BRASILICA,2019,33,1,y,y,n,,Copaifera oblongifolia,NG,perennial,,pethogen,seed,seed,seed,Aspergillus flavus,fungi,fungi,n,n,culturing,culture,strains,strain,germination timing,germination time,y,none,none,without focal microbe,with isolate,,n,,n,Also found negative effect of one fungus (A. flavus) on germination proportion,
J,398,AO,"Cvjetkovic, B; Mataruga, M; Isajev, V; Levic, J; Lucic, A; Trkulja, V; Kremenovic, Z",VARIABILITY IN GERMINATION AND GERMINATION DYNAMICS OF DIFFERENTLY TREATED SEEDS OF SERBIAN SPRUCE (PICEA OMORIKA PANCIC/PURKYNE),GENETIKA-BELGRADE,2013,45,1,y,y,n,this paper was really hard to understand - but I think I got the results,Picea omorika (Serbian Spruce),AO,perennial,outcross,unknown,seed,seed,seed,fungi,fungi,fungi,n,n,direct (removal of naturally occurring with fungicide),removed,community,community,germination probability; germination timing,germination prb,y,none,none; earlier,without focal microbe,genotype Srebrenica,no differences in total amount of seeds germinating; untreated seeds germinated faster,n,,,"lack of significance of treatment within population on the probability of germination isn't fully clear to me; but given super high variance of rates reported, I'm pretty sure",
J,398,AO,"Cvjetkovic, B; Mataruga, M; Isajev, V; Levic, J; Lucic, A; Trkulja, V; Kremenovic, Z",VARIABILITY IN GERMINATION AND GERMINATION DYNAMICS OF DIFFERENTLY TREATED SEEDS OF SERBIAN SPRUCE (PICEA OMORIKA PANCIC/PURKYNE),GENETIKA-BELGRADE,2013,45,1,y,y,n,this paper was really hard to understand - but I think I got the results,Picea omorika (Serbian Spruce),AO,perennial,outcross,unknown,seed,seed,seed,fungi,fungi,fungi,n,n,direct (removal of naturally occurring with fungicide),removed,community,community,germination probability; germination timing,germination prb,y,none,none; earlier,without focal microbe,genotype Gostilj,no differences in total amount of seeds germinating; untreated seeds germinated faster,n,,,"lack of significance of treatment within population on the probability of germination isn't fully clear to me; but given super high variance of rates reported, I'm pretty sure",
