Publication Type,WOS relevance rank,ScorerInits,Authors,Article Title,Source Title,Publication Year,Volume,Issue,Relevant? Y/N,relevantpt2,Second opinion needed?,second opinion note,Plant species,who will split out individual effects in study,lifeform,mating,MicrobeMPH,micr.loc.raw,Micrloc.1,Micrloc.2,micrtax.raw,micrtax.sim1,micrtax.sim2,phen infl micr,phenology of microbes,culture.vsother,culture.sim,strainvcomm.raw,Strainvcomm.1,phen.trait.raw,phen.trait.2,anyeffect,direction.effect.split,direction.grouped,state.relative.too,treatment,reason/s for multiple directions of effects,selection.measured,What fitness components?,raw data available?,Notes,
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Majestic Red',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,earlier,various,without focal microbe,majestic red; p level 2; year 2,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Majestic Red',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,delayed,various,without focal microbe,majestic red; p level 3; year 2,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Pot of Gold',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,earlier,various,without focal microbe,pot of gold; p level 1; year 1,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Pot of Gold',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,earlier,various,without focal microbe,pot of gold; p level 2; year 1,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Pot of Gold',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,earlier,various,without focal microbe,pot of gold; p level 3; year 1,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Pot of Gold',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,earlier,various,without focal microbe,pot of gold; p level 1; year 2,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Pot of Gold',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,none,various,without focal microbe,pot of gold; p level 2; year 2,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
J,106,MRG,"Scagel, CF; Schreiner, RP","Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia",PLANT AND SOIL,2006,283,1-2,y,y,n,,Zantedeschia 'Pot of Gold',AO,perennial,,nutrients,root,root; soil,root,AMF (Glomus intraradices),AMF,MF,n,n,culturing step,culture,strains,strain,"shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence",phyllochron,y,earlier,various,without focal microbe,pot of gold; p level 3; year 2,"two plant varieties, multiple nutrient levels, different years in perennial",n,"number of shoots, tuber biomass, number of flowers",,"SHOULD THIS BE INCLUDED? ""phyllochron"" to refer to time between shoot emergence and flowering; all of these are also inferred from 95% intervals;",
,125,AO,"Fan, YQ; Luan, YS; An, LJ; Yu, K","Arbuscular mycorrhizae formed by Penicillium pinophilum improve the growth, nutrient uptake and photosynthesis of strawberry with two inoculum-types",BIOTECHNOLOGY LETTERS,2008,30,8,y,y,n,,Fragaria × ananassa,MW,annual in cultivation (perennnial),outcross,nutrients,root,root,root,fungi,fungi,fungi,n,n,culture,culture,strain (Penicillium pinophilum),strain,flowering time,flowering time,y,earlier,earlier,without focal microbe,,,almost,yield,,no effect on yield.,
J,125,AO,"Fan, YQ; Luan, YS; An, LJ; Yu, K","Arbuscular mycorrhizae formed by Penicillium pinophilum improve the growth, nutrient uptake and photosynthesis of strawberry with two inoculum-types",BIOTECHNOLOGY LETTERS,2008,30,8,y,y,n,I changed this row to not have a value for trait bc it seemed like a pre-split remnant,Fragaria × ananassa,MW,annual in cultivation (perennnial),outcross,nutrients,root,root,root,fungi,fungi,fungi,n,n,culture,culture,strain (Penicillium pinophilum),strain,flowering time; fruiting time,,y,,earlier,,,,n,,n,"penicillium is not supposed to be AMF? <-- agreed. I relabeled it as ""fungi"" instead of AMF on Jan. 6th ~MRW",measured biomass but had one clonal genotype
,125,AO,"Fan, YQ; Luan, YS; An, LJ; Yu, K","Arbuscular mycorrhizae formed by Penicillium pinophilum improve the growth, nutrient uptake and photosynthesis of strawberry with two inoculum-types",BIOTECHNOLOGY LETTERS,2008,30,8,y,y,n,,Fragaria × ananassa,MW,annual in cultivation (perennnial),outcross,nutrients,root,root,root,fungi,fungi,fungi,n,n,culture,culture,strain (Penicillium pinophilum),strain,fruiting time,fruiting time,y,earlier,earlier,without focal microbe,,,almost,yield,,no effect on yield.,
J,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,"Flowering time, ripening",flowering time,y,,various,without focal microbe,,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",no,AO -I can't make out what they measured about fruits? time between flower and ripening or total days to ripening or ?? MW: I don't think they measured ripening per se. The mutations were known to affect ripening already,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,y,earlier,earlier,without focal microbe,wild type,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,y,later,later,without focal microbe,Gr,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,n,none,none,without focal microbe,hp-1,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,n,none,none,without focal microbe,Nr,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,y,later,later,without focal microbe,Nor,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,n,none,none,without focal microbe,Rin,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,n,none,none,without focal microbe,Tag11-1,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
,146,MRG,"Chialva, M; Zouari, I; Salvioli, A; Novero, M; Vrebalov, J; Giovannoni, JJ; Bonfante, P",Gr and hp-1 tomato mutants unveil unprecedented interactions between arbuscular mycorrhizal symbiosis and fruit ripening,PLANTA,2016,244,1,y,y,n,,Tomato (WT + 7 isogenic mutants),MW,annual in cultivation (perennnial),outcross,nutrients,Root,root; soil,root,amf (Funneliformis mosseae),AMF,MF,n,n,culturing step,culture,strain,strain,Flowering time,flowering time,n,none,none,without focal microbe,Tag11-11,"different mutants have different reponses, depends on sensitivity to signals (light and ethlyene)",n,"number of flowers, number of fruits ",,,
J,199,MW,"Colombo, RP; Ibarra, JG; Bidondo, LF; Silvani, VA; Bompadre, MJ; Pergola, M; Lopez, NI; Godeas, AM",Arbuscular Mycorrhizal Fungal Association in Genetically Modified Drought-Tolerant Corn,JOURNAL OF ENVIRONMENTAL QUALITY,2017,46,1,y,y,n,,Zea mays,NG,annual,outcross,nutrients,root,root,root,AMF,AMF,MF,n,n,direct,direct,community,community,days to senescence,senescence time,n,none,none,another microbe treatment,genotype recruited variation,,n,,,correlative only (manipulated plant genotype + drought treatment),
J,215,NG,"Davis, JK; Aguirre, LA; Barber, NA; Stevenson, PC; Adler, LS",From plant fungi to bee parasites: mycorrhizae and soil nutrients shape floral chemistry and bee pathogens,ECOLOGY,2019,100,10,y,y,n,,Nicotiana tabacum L. (tobacco),NG,annual,selfer,nutrients,root,root,root,AMF (Rhizophagus irregularis),AMF,MF,n,n,culture,culture,strains,strain,flowering,flowering time,y,delayed,delayed,,,n/a,sort of?,"nectar and pollen quality, ",n,AMF reduced the likelihood of flowering and affect pollen and nectar secondary chemistry,
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,FOUND,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,flowering time,y,none,earlier,without focal microbe,soil inocula; rhizobia,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked four n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,flowering time,y,earlier,earlier,without focal microbe,seed inocula; rhizobia,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,flowering time,y,none,earlier,without focal microbe,soil inocula; psedomonas,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,flowering time,y,earlier,earlier,without focal microbe,seed inocula; pseudomonas,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium and Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain mix,flowering and maturity,flowering time,y,earlier,earlier,without focal microbe,soil inocula; both,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium and Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain mix,flowering and maturity,flowering time,y,earlier,earlier,without focal microbe,seed inocula; both,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,FOUND,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,fruiting time,y,earlier,earlier,without focal microbe,soil inocula; rhizobia,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,fruiting time,y,earlier,earlier,without focal microbe,seed inocula; rhizobia,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,fruiting time,y,earlier,earlier,without focal microbe,soil inocula; psedomonas,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering and maturity,fruiting time,y,earlier,earlier,without focal microbe,seed inocula; pseudomonas,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium and Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain mix,flowering and maturity,fruiting time,y,earlier,earlier,without focal microbe,soil inocula; both,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,225,NG,"Singh, U; Saad, AA; Singh, SR; Kamaluddin, S",Influence of genotypes and inoculation method on productivity of lentil (Lens culinaris) under dryland temperate conditions of Kashmir valley,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2008,78,8,y,y,y,,Lens culinaris,AO,annual,selfer,nutrients,root,root,root,Rhizobium and Pseudomonas,bacteria; rhizobia,bacteria,n,n,culture,culture,strains,strain mix,flowering and maturity,fruiting time,y,earlier,earlier,without focal microbe,seed inocula; both,n/a,not really,"growth, yield, nodulation, N + P uptake",n,"results say all significantly less, except a bit ambiguous about whether both strains are significantly less in single inoculation ....i marked two n.s. that had lower effects than ones that were clearly identified as significant",
J,257,AO,"Kalkal, M; Kumar, K; Waldia, RS; Dudeja, SS","Interaction of mesorhizobia, vesicular arbuscular mycorrhiza and different chickpea (Cicer arietinum L.) genotypes for nitrogen fixing and yield attributing traits",LEGUME RESEARCH,2018,41,4,y,y,n,,Cicer arietinum,AO,annual,selfier,nutrients,root,root,root,Mesorhizobium,rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering time; fruiting time,peak flowering,y,none,various,without focal microbe,Mesorhizobium sp. Strain CH 1233,multiple microbes; multiple traits; multiple genotypes,almost,number of fruits,sortof,they had flowering time and fitness by genotype - no correlation attempted but all reported in table and could be done,
J,257,AO,"Kalkal, M; Kumar, K; Waldia, RS; Dudeja, SS","Interaction of mesorhizobia, vesicular arbuscular mycorrhiza and different chickpea (Cicer arietinum L.) genotypes for nitrogen fixing and yield attributing traits",LEGUME RESEARCH,2018,41,4,y,y,n,,Cicer arietinum,AO,annual,selfier,nutrients,root,root,root,Mesorhizobium,rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering time; fruiting time,peak flowering,y,none,various,without focal microbe,Mesorhizobium sp. Strain CH 810,multiple microbes; multiple traits; multiple genotypes,almost,number of fruits,sortof,they had flowering time and fitness by genotype - no correlation attempted but all reported in table and could be done,
J,257,AO,"Kalkal, M; Kumar, K; Waldia, RS; Dudeja, SS","Interaction of mesorhizobia, vesicular arbuscular mycorrhiza and different chickpea (Cicer arietinum L.) genotypes for nitrogen fixing and yield attributing traits",LEGUME RESEARCH,2018,41,4,y,y,n,,Cicer arietinum,AO,annual,selfier,nutrients,root,root,root,Glomus,AMF,MF,n,n,culture,culture,strains,strain,flowering time; fruiting time,peak flowering,y,earlier,various,without focal microbe,Glomus fasiculatum,multiple microbes; multiple traits; multiple genotypes,almost,number of fruits,sortof,they had flowering time and fitness by genotype - no correlation attempted but all reported in table and could be done,
J,257,AO,"Kalkal, M; Kumar, K; Waldia, RS; Dudeja, SS","Interaction of mesorhizobia, vesicular arbuscular mycorrhiza and different chickpea (Cicer arietinum L.) genotypes for nitrogen fixing and yield attributing traits",LEGUME RESEARCH,2018,41,4,y,y,n,,Cicer arietinum,AO,annual,selfier,nutrients,root,root,root,Mesorhizobium,rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering time; fruiting time,fruiting time,y,none,various,without focal microbe,Mesorhizobium sp. Strain CH 1233,multiple microbes; multiple traits; multiple genotypes,almost,number of fruits,sortof,they had flowering time and fitness by genotype - no correlation attempted but all reported in table and could be done,
J,257,AO,"Kalkal, M; Kumar, K; Waldia, RS; Dudeja, SS","Interaction of mesorhizobia, vesicular arbuscular mycorrhiza and different chickpea (Cicer arietinum L.) genotypes for nitrogen fixing and yield attributing traits",LEGUME RESEARCH,2018,41,4,y,y,n,,Cicer arietinum,AO,annual,selfier,nutrients,root,root,root,Mesorhizobium,rhizobia,bacteria,n,n,culture,culture,strains,strain,flowering time; fruiting time,fruiting time,y,earlier,various,without focal microbe,Mesorhizobium sp. Strain CH 810,multiple microbes; multiple traits; multiple genotypes,almost,number of fruits,sortof,they had flowering time and fitness by genotype - no correlation attempted but all reported in table and could be done,
J,257,AO,"Kalkal, M; Kumar, K; Waldia, RS; Dudeja, SS","Interaction of mesorhizobia, vesicular arbuscular mycorrhiza and different chickpea (Cicer arietinum L.) genotypes for nitrogen fixing and yield attributing traits",LEGUME RESEARCH,2018,41,4,y,y,n,,Cicer arietinum,AO,annual,selfier,nutrients,root,root,root,Glomus,AMF,MF,n,n,culture,culture,strains,strain,flowering time; fruiting time,fruiting time,y,earlier,various,without focal microbe,Glomus fasiculatum,multiple microbes; multiple traits; multiple genotypes,almost,number of fruits,sortof,they had flowering time and fitness by genotype - no correlation attempted but all reported in table and could be done,
J,268,AO,"Gayathri, NK; Prasanna, KPR; Gowda, R","Effect of pre-sowing seed treatments on growth, yield and seed quality in soybean [Glycine max (L.) Merrill]",RESEARCH ON CROPS,2008,9,1,y,y,n?,I couldn't get the actual paper!,Glycine max,AO,annual,selfer,nutrients,root,root,root,rhizobium,rhizobia,bacteria,n,n,culture,culture,strains,strain,germination; flowering; maturity,flowering time,y,earlier,earlier,without focal microbe,,,unknown,,,,
J,268,AO,"Gayathri, NK; Prasanna, KPR; Gowda, R","Effect of pre-sowing seed treatments on growth, yield and seed quality in soybean [Glycine max (L.) Merrill]",RESEARCH ON CROPS,2008,9,1,y,y,n?,I couldn't get the actual paper!,Glycine max,AO,annual,selfer,nutrients,root,root,root,rhizobium,rhizobia,bacteria,n,n,culture,culture,strains,strain,germination; flowering; maturity,fruiting time,y,earlier,earlier,without focal microbe,,,unknown,,,,
